run_id,t_id,response
511,no_notation_list,Improvised melodies\nImprovisation along to a chord progression\nsinging melodies back on solfege\nListening to chord progressions and describing them in Roman numerals
502,no_notation_list,"Singbacks, I play something on piano, student sings it back with or without solfege. SWIPA (sing what I point at), I point at solfege on the board and students sing that note. Audiation, having students actively imagine specific sounds/pitches."
540,no_notation_list,"Playing intervals and asking students to identify them; playing chord progressions and asking students to identify each harmony's Roman numeral analysis; playing a chord progression with non-standard triadic harmonies and asking students to think about and discuss what harmonic function (tonic, dominant, subdominant) the mystery chords feel like they are fulfilling."
545,no_notation_list,"Scale degree dictation, transcribing length of note via length of pen stroke."
593,no_notation_list,"Singing with movable-do solfège syllables using Curwen/Kodaly hand signs; identifying movable-do solfège syllables by ear; melodic dictation using Gary Karpinski's protonotation; singing and dictation using Daniel Stevens' do/ti test; recognizing rhythmic patterns such as tresillo, double tresillo, and son clave by ear; singing using scale-degree cipher notation."
556,no_notation_list,"1. Sing-along movies (music videos) \n---Melodic:  Sing the solfege provided on screen in sync with the music\n---Harmonic: Sing the guide tones on the first play through; then sing the complete chord arpeggios on the repetition.  (On screen labels start with only guide tones; add arpeggios; arpeggios + Roman numerals; and finally only Roman numerals to associate the sound of a harmony with its RN.)\n2. Singing dictation (with unlabeled sing-along movies)\n---Melodic: Given the starting label for a melody, provide the labels for the rest of the phrase (or complete melody)\n---Harmonic: Chord changes labeled on movie as #1, #2, #3, etc. Students sing guide tones the first time through and then chord arpeggios the second time. "
617,no_notation_list,Point to solfège syllables and have them sing the pitch (I play them into a key beforehand).
621,no_notation_list,n/a
670,no_notation_list,Identification of pitches as scale degrees.\nIdentification of phrase structure.\nIdentification of discrete structures.\nIdentification of form.\nReading of Nashville number charts.\nImprovisation.
747,no_notation_list,Singbacks of short melodic examples; rhythmic dictation.
824,no_notation_list,"Almost all the vocal drills using scale degrees, including singing back of melodies played on the piano, singing familiar tunes, scale patterns, and chord arpeggiations with scale degrees."
815,no_notation_list,-Singing an improvised short excerpt and asking students to sing it back in solfege.\n- playing an unfamiliar tonal tune and stopping in the middle of a phrase and asking what scale degree I stopped on\n- the ones I mentioned in my relative pitch development activities\n
695,no_notation_list,"conducting \ndescription/listening activities such as aural ID of form, timbre, texture, instrumentation, etc.\nmusical memory activities\nmelodic improv activities"
769,no_notation_list,"Protonotation in dictation, error detection and sight singing at the rudimentary level."
841,no_notation_list,post-tonal trichord dictation: just interval-class numbers and prime form numbers\ntonal dictation: identifying paradigms by scale degree numbers\nanything where students sing back what I play
887,no_notation_list,"Many of my activity are about embodiment which include triangulating the concept with its name with the body.  So, conducting with a wand to get a sense of Harry Potter identified Time Signatures as an example.  I have lots of these and would be happy to contribute at a later stage."
830,no_notation_list,Some of the exercises mentioned in Part One.
900,no_notation_list,1.Which is the higher?\n2 How many notes in the chord can you hear?\n3  Questions related to timbre.\n4 Questions related to texture.\n5 Questions related to dynamics.\n6 questions related to structure.
896,no_notation_list,"Lots of work with solfege and takadimi syllables. Call and response, improvisation, circle singing, pass the motive. Lots of dictation in first year with answers only in solfege and rhythm syllables."
974,no_notation_list,hmmmm... maybe form?
989,no_notation_list,"Improvisation exercises, and I start dictation with notating rhythm and solfege rather than staff notation."
954,no_notation_list,Listen and sing back with solfege without notation - memorization practice.
922,no_notation_list,Aural recognition of harmonic progressions using Roman numerals.
1011,non_notation_frequency,5
1079,non_notation_frequency,73
1061,non_notation_frequency,14
1071,non_notation_frequency,50
1081,non_notation_frequency,61
112,non_notation_frequency,79
1095,non_notation_frequency,34
1129,non_notation_frequency,22
1207,non_notation_frequency,27
1139,non_notation_frequency,35
1194,non_notation_frequency,75
1307,non_notation_frequency,45
1446,non_notation_frequency,68
1501,non_notation_frequency,52
15,non_notation_frequency,16
1480,non_notation_frequency,65
1521,non_notation_frequency,76
1588,non_notation_frequency,39
1665,non_notation_frequency,60
1616,non_notation_frequency,64
1677,non_notation_frequency,21
1675,non_notation_frequency,15
1707,non_notation_frequency,23
1678,non_notation_frequency,50
1729,non_notation_frequency,53
1727,non_notation_frequency,65
1706,non_notation_frequency,72
173,non_notation_frequency,69
216,non_notation_frequency,21
226,non_notation_frequency,9
285,non_notation_frequency,64
295,non_notation_frequency,27
303,non_notation_frequency,17
288,non_notation_frequency,33
291,non_notation_frequency,99
319,non_notation_frequency,50
32,non_notation_frequency,32
313,non_notation_frequency,50
366,non_notation_frequency,32
360,non_notation_frequency,26
371,non_notation_frequency,35
386,non_notation_frequency,71
427,non_notation_frequency,0
395,non_notation_frequency,50
44,non_notation_frequency,19
401,non_notation_frequency,91
466,non_notation_frequency,29
453,non_notation_frequency,54
489,non_notation_frequency,50
486,non_notation_frequency,74
511,non_notation_frequency,41
502,non_notation_frequency,48
540,non_notation_frequency,22
545,non_notation_frequency,19
593,non_notation_frequency,28
598,non_notation_frequency,17
556,non_notation_frequency,54
617,non_notation_frequency,5
621,non_notation_frequency,15
670,non_notation_frequency,73
747,non_notation_frequency,18
824,non_notation_frequency,60
815,non_notation_frequency,67
695,non_notation_frequency,25
769,non_notation_frequency,12
841,non_notation_frequency,37
887,non_notation_frequency,50
830,non_notation_frequency,35
900,non_notation_frequency,42
896,non_notation_frequency,50
974,non_notation_frequency,14
989,non_notation_frequency,30
954,non_notation_frequency,13
922,non_notation_frequency,36
